index,close_time,transaction_id,positions,SOLUSDT_units,SANDUSDT_units,entry_SOLUSDT_price,entry_SANDUSDT_price,historical_SOLUSDT_mid,historical_SANDUSDT_mid,historical_SOLUSDT_vol,historical_SANDUSDT_vol,signal,portfolio_value,SOLUSDT_raw_pnl,SANDUSDT_raw_pnl,SOLUSDT_cost,SANDUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
13.0,2023-01-20 12:42:59.999,,,0.0,0.0,,,21.335,0.6939500000000001,859.07,11250.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
14.0,2023-01-20 12:43:59.999,,,0.0,0.0,,,21.33,0.6938500000000001,2080.25,20543.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
15.0,2023-01-20 12:44:59.999,,,0.0,0.0,,,21.32,0.6933,1557.8,16622.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
16.0,2023-01-20 12:45:59.999,,,0.0,0.0,,,21.345,0.6936,2311.33,28702.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
17.0,2023-01-20 12:46:59.999,,,0.0,0.0,,,21.415,0.6942999999999999,11656.17,7225.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
18.0,2023-01-20 12:47:59.999,,,0.0,0.0,,,21.425,0.6941999999999999,4927.44,13808.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
19.0,2023-01-20 12:48:59.999,,,0.0,0.0,,,21.39,0.6938,813.53,6562.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
20.0,2023-01-20 12:49:59.999,,,0.0,0.0,,,21.425,0.6938,4127.34,40614.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
21.0,2023-01-20 12:50:59.999,,,0.0,0.0,,,21.415,0.6946,1352.12,4408.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
22.0,2023-01-20 12:51:59.999,,,0.0,0.0,,,21.42,0.6948000000000001,1001.11,28386.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
23.0,2023-01-20 12:52:59.999,,,0.0,0.0,,,21.42,0.6952499999999999,1669.01,11256.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
24.0,2023-01-20 12:53:59.999,,,0.0,0.0,,,21.42,0.6953499999999999,2875.21,15509.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
25.0,2023-01-20 12:54:59.999,,,0.0,0.0,,,21.405,0.6953,2963.16,15286.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
26.0,2023-01-20 12:55:59.999,,,0.0,0.0,,,21.375,0.6952,2609.55,28526.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
27.0,2023-01-20 12:56:59.999,,,0.0,0.0,,,21.38,0.6955,1337.94,46162.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
28.0,2023-01-20 12:57:59.999,,,0.0,0.0,,,21.35,0.69475,1880.2,39058.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
29.0,2023-01-20 12:58:59.999,,,0.0,0.0,,,21.33,0.69365,3373.85,28971.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
30.0,2023-01-20 12:59:59.999,,,0.0,0.0,,,21.33,0.6938,1196.39,14151.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 13:00:59.999,,,0.0,0.0,,,21.345,0.6937,1511.8,57668.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 13:01:59.999,,,0.0,0.0,,,21.34,0.69335,1129.3,17411.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 13:02:59.999,,,0.0,0.0,,,21.32,0.6931,2936.19,26085.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 13:03:59.999,,,0.0,0.0,,,21.35,0.69415,2293.23,10875.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 13:04:59.999,,,0.0,0.0,,,21.36,0.69455,899.35,5418.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 13:05:59.999,,,0.0,0.0,,,21.375,0.6947,1061.78,4450.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
37.0,2023-01-20 13:06:59.999,,,0.0,0.0,,,21.4,0.6957,4942.68,44709.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
38.0,2023-01-20 13:07:59.999,,,0.0,0.0,,,21.42,0.69635,6578.48,31636.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
39.0,2023-01-20 13:08:59.999,,,0.0,0.0,,,21.38,0.69555,2958.75,11811.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
40.0,2023-01-20 13:09:59.999,,,0.0,0.0,,,21.365,0.69505,1572.73,17339.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
41.0,2023-01-20 13:10:59.999,,,0.0,0.0,,,21.365,0.6945,1081.43,8355.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
42.0,2023-01-20 13:11:59.999,,,0.0,0.0,,,21.35,0.6940999999999999,1445.47,20249.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
43.0,2023-01-20 13:12:59.999,,,0.0,0.0,,,21.335,0.694,521.22,8876.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
44.0,2023-01-20 13:13:59.999,,,0.0,0.0,,,21.32,0.6935,2120.57,26363.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
45.0,2023-01-20 13:14:59.999,,,0.0,0.0,,,21.32,0.6930499999999999,550.97,21513.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
46.0,2023-01-20 13:15:59.999,,,0.0,0.0,,,21.32,0.6927000000000001,1231.6,28989.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
47.0,2023-01-20 13:16:59.999,,,0.0,0.0,,,21.335,0.6930499999999999,2231.68,17923.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
48.0,2023-01-20 13:17:59.999,,,0.0,0.0,,,21.325000000000003,0.6927,1274.18,17917.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
49.0,2023-01-20 13:18:59.999,,,0.0,0.0,,,21.3,0.6914,2307.92,67039.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
50.0,2023-01-20 13:19:59.999,,,0.0,0.0,,,21.3,0.69155,1404.47,14516.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
51.0,2023-01-20 13:20:59.999,,,0.0,0.0,,,21.285,0.69095,2525.34,12494.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
52.0,2023-01-20 13:21:59.999,,,0.0,0.0,,,21.305,0.6919,7376.72,23475.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
53.0,2023-01-20 13:22:59.999,,,0.0,0.0,,,21.325,0.69245,3507.46,13378.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
54.0,2023-01-20 13:23:59.999,,,0.0,0.0,,,21.325,0.6923,608.13,10991.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
55.0,2023-01-20 13:24:59.999,,,0.0,0.0,,,21.315,0.6918500000000001,1687.93,14609.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
56.0,2023-01-20 13:25:59.999,,,0.0,0.0,,,21.305,0.6917,607.04,11298.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
57.0,2023-01-20 13:26:59.999,,,0.0,0.0,,,21.295,0.6912499999999999,901.53,13367.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
58.0,2023-01-20 13:27:59.999,,,0.0,0.0,,,21.285,0.69085,1027.45,8542.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
59.0,2023-01-20 13:28:59.999,,,0.0,0.0,,,21.28,0.69055,1306.44,8648.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
60.0,2023-01-20 13:29:59.999,,,0.0,0.0,,,21.28,0.69045,932.81,7027.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
61.0,2023-01-20 13:30:59.999,,,0.0,0.0,,,21.285,0.6910499999999999,1188.82,20739.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
62.0,2023-01-20 13:31:59.999,,,0.0,0.0,,,21.28,0.6910000000000001,913.62,12972.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
63.0,2023-01-20 13:32:59.999,,,0.0,0.0,,,21.255000000000003,0.69005,6760.95,10716.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
64.0,2023-01-20 13:33:59.999,,,0.0,0.0,,,21.26,0.69025,2105.09,13539.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
65.0,2023-01-20 13:34:59.999,,,0.0,0.0,,,21.28,0.69085,1030.32,15191.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
66.0,2023-01-20 13:35:59.999,,,0.0,0.0,,,21.285,0.6913,564.6,10480.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
67.0,2023-01-20 13:36:59.999,,,0.0,0.0,,,21.3,0.69175,1517.93,15621.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
68.0,2023-01-20 13:37:59.999,,,0.0,0.0,,,21.285,0.69155,1361.72,6991.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
69.0,2023-01-20 13:38:59.999,,,0.0,0.0,,,21.295,0.69155,570.02,11336.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
70.0,2023-01-20 13:39:59.999,,,0.0,0.0,,,21.33,0.692,819.34,8393.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
71.0,2023-01-20 13:40:59.999,,,0.0,0.0,,,21.345,0.6919500000000001,652.14,2979.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
72.0,2023-01-20 13:41:59.999,,,0.0,0.0,,,21.33,0.6922999999999999,176.13,12663.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
73.0,2023-01-20 13:42:59.999,,,0.0,0.0,,,21.335,0.6928,438.91,11951.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
74.0,2023-01-20 13:43:59.999,,,0.0,0.0,,,21.335,0.6922999999999999,470.74,13223.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
75.0,2023-01-20 13:44:59.999,,,0.0,0.0,,,21.31,0.69155,1866.49,14390.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
76.0,2023-01-20 13:45:59.999,,,0.0,0.0,,,21.315,0.6916,825.4,3858.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
77.0,2023-01-20 13:46:59.999,,,0.0,0.0,,,21.31,0.6918500000000001,637.89,12475.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
78.0,2023-01-20 13:47:59.999,,,0.0,0.0,,,21.285,0.69085,1257.86,19225.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
79.0,2023-01-20 13:48:59.999,,,0.0,0.0,,,21.265,0.69055,360.62,28595.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
80.0,2023-01-20 13:49:59.999,,,0.0,0.0,,,21.245,0.6900999999999999,3313.99,20964.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
81.0,2023-01-20 13:50:59.999,,,0.0,0.0,,,21.245,0.6900999999999999,2593.5,10587.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
82.0,2023-01-20 13:51:59.999,,,0.0,0.0,,,21.255,0.69035,690.22,2377.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
83.0,2023-01-20 13:52:59.999,,,0.0,0.0,,,21.26,0.6903,333.93,2479.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
84.0,2023-01-20 13:53:59.999,,,0.0,0.0,,,21.255000000000003,0.69035,898.0,3779.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
85.0,2023-01-20 13:54:59.999,,,0.0,0.0,,,21.26,0.6897,1272.35,38410.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
86.0,2023-01-20 13:55:59.999,,,0.0,0.0,,,21.24,0.6887,2822.76,5929.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
87.0,2023-01-20 13:56:59.999,,,0.0,0.0,,,21.245,0.6888,951.38,20298.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
88.0,2023-01-20 13:57:59.999,,,0.0,0.0,,,21.25,0.6883,398.61,5385.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
89.0,2023-01-20 13:58:59.999,,,0.0,0.0,,,21.265,0.6890000000000001,931.85,6792.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
90.0,2023-01-20 13:59:59.999,,,0.0,0.0,,,21.265,0.6891499999999999,1012.58,3207.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
91.0,2023-01-20 14:00:59.999,,,0.0,0.0,,,21.25,0.6888000000000001,1762.22,16843.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
92.0,2023-01-20 14:01:59.999,,,0.0,0.0,,,21.24,0.68955,1690.36,25667.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
93.0,2023-01-20 14:02:59.999,,,0.0,0.0,,,21.275,0.6898500000000001,1217.4,16057.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
94.0,2023-01-20 14:03:59.999,,,0.0,0.0,,,21.28,0.6898500000000001,430.97,13258.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
95.0,2023-01-20 14:04:59.999,,,0.0,0.0,,,21.29,0.6897,1625.69,18854.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
96.0,2023-01-20 14:05:59.999,,,0.0,0.0,,,21.3,0.68965,507.98,6666.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
97.0,2023-01-20 14:06:59.999,,,0.0,0.0,,,21.31,0.69015,1106.94,15325.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
98.0,2023-01-20 14:07:59.999,,,0.0,0.0,,,21.295,0.68965,968.55,13795.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
99.0,2023-01-20 14:08:59.999,,,0.0,0.0,,,21.265,0.6889000000000001,6712.95,14399.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
100.0,2023-01-20 14:09:59.999,,,0.0,0.0,,,21.25,0.6885,764.99,8991.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
101.0,2023-01-20 14:10:59.999,,,0.0,0.0,,,21.26,0.6891,1831.26,7201.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
102.0,2023-01-20 14:11:59.999,,,0.0,0.0,,,21.28,0.68985,1010.73,2480.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
103.0,2023-01-20 14:12:59.999,,,0.0,0.0,,,21.275,0.6902999999999999,929.53,11178.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
104.0,2023-01-20 14:13:59.999,,,0.0,0.0,,,21.285,0.69,1563.62,11076.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
105.0,2023-01-20 14:14:59.999,,,0.0,0.0,,,21.28,0.6897500000000001,2441.67,6380.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
106.0,2023-01-20 14:15:59.999,,,0.0,0.0,,,21.285,0.68975,1507.65,4900.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
107.0,2023-01-20 14:16:59.999,,,0.0,0.0,,,21.3,0.6903,992.48,2177.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
108.0,2023-01-20 14:17:59.999,,,0.0,0.0,,,21.3,0.69005,1049.42,5699.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
109.0,2023-01-20 14:18:59.999,,,0.0,0.0,,,21.295,0.69,2097.28,10204.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
110.0,2023-01-20 14:19:59.999,,,0.0,0.0,,,21.28,0.68945,1010.76,18784.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
111.0,2023-01-20 14:20:59.999,,,0.0,0.0,,,21.265,0.68865,1928.09,25062.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
112.0,2023-01-20 14:21:59.999,,,0.0,0.0,,,21.285,0.68875,1432.99,6296.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
113.0,2023-01-20 14:22:59.999,,,0.0,0.0,,,21.295,0.6895,1471.02,8753.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
114.0,2023-01-20 14:23:59.999,,,0.0,0.0,,,21.29,0.6890499999999999,725.48,22733.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
115.0,2023-01-20 14:24:59.999,,,0.0,0.0,,,21.295,0.6893,859.57,4552.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
116.0,2023-01-20 14:25:59.999,,,0.0,0.0,,,21.32,0.69005,4011.78,6714.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
117.0,2023-01-20 14:26:59.999,,,0.0,0.0,,,21.305,0.6895,8765.26,12440.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
118.0,2023-01-20 14:27:59.999,,,0.0,0.0,,,21.275,0.68835,1030.65,26766.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
119.0,2023-01-20 14:28:59.999,,,0.0,0.0,,,21.28,0.68845,2444.09,3362.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
120.0,2023-01-20 14:29:59.999,,,0.0,0.0,,,21.325000000000003,0.6893499999999999,2577.77,15729.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
121.0,2023-01-20 14:30:59.999,,,0.0,0.0,,,21.345,0.6896,5938.61,9488.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
122.0,2023-01-20 14:31:59.999,,,0.0,0.0,,,21.3,0.6878500000000001,6362.41,73899.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
123.0,2023-01-20 14:32:59.999,,,0.0,0.0,,,21.27,0.6860999999999999,6726.34,98522.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
124.0,2023-01-20 14:33:59.999,,,0.0,0.0,,,21.25,0.6859500000000001,9162.34,49311.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
125.0,2023-01-20 14:34:59.999,,,0.0,0.0,,,21.25,0.6859999999999999,3499.73,24483.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
126.0,2023-01-20 14:35:59.999,,,0.0,0.0,,,21.255000000000003,0.6859500000000001,4905.22,34193.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
127.0,2023-01-20 14:36:59.999,,,0.0,0.0,,,21.26,0.68675,3345.54,65442.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
128.0,2023-01-20 14:37:59.999,,,0.0,0.0,,,21.265,0.6872499999999999,1942.33,11177.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
129.0,2023-01-20 14:38:59.999,,,0.0,0.0,,,21.265,0.68685,2378.09,56629.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
130.0,2023-01-20 14:39:59.999,,,0.0,0.0,,,21.3,0.6877500000000001,2533.91,8892.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
131.0,2023-01-20 14:40:59.999,,,0.0,0.0,,,21.31,0.68825,2844.59,11561.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
132.0,2023-01-20 14:41:59.999,,,0.0,0.0,,,21.355,0.69035,6162.92,31685.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
133.0,2023-01-20 14:42:59.999,,,0.0,0.0,,,21.39,0.69205,12750.39,68534.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
134.0,2023-01-20 14:43:59.999,,,0.0,0.0,,,21.41,0.69245,5736.2,37686.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
135.0,2023-01-20 14:44:59.999,,,0.0,0.0,,,21.41,0.6919,5304.89,27307.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
136.0,2023-01-20 14:45:59.999,,,0.0,0.0,,,21.435,0.6923999999999999,10703.66,12865.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
137.0,2023-01-20 14:46:59.999,,,0.0,0.0,,,21.375,0.69085,6641.34,43724.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
138.0,2023-01-20 14:47:59.999,,,0.0,0.0,,,21.355,0.6902999999999999,2332.91,23453.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
139.0,2023-01-20 14:48:59.999,,,0.0,0.0,,,21.375,0.6907,2819.87,24991.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
140.0,2023-01-20 14:49:59.999,,,0.0,0.0,,,21.375,0.6910000000000001,2597.8,29081.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
141.0,2023-01-20 14:50:59.999,,,0.0,0.0,,,21.375,0.69045,1362.46,33917.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
142.0,2023-01-20 14:51:59.999,,,0.0,0.0,,,21.405,0.6912,2734.03,6047.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
143.0,2023-01-20 14:52:59.999,,,0.0,0.0,,,21.43,0.6919500000000001,3544.53,14943.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
144.0,2023-01-20 14:53:59.999,,,0.0,0.0,,,21.43,0.6916,2240.09,33200.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
145.0,2023-01-20 14:54:59.999,,,0.0,0.0,,,21.405,0.6909000000000001,2162.65,18554.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
146.0,2023-01-20 14:55:59.999,,,0.0,0.0,,,21.415,0.69125,2455.48,10503.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
147.0,2023-01-20 14:56:59.999,,,0.0,0.0,,,21.435,0.6920999999999999,3045.2,52568.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
148.0,2023-01-20 14:57:59.999,,,0.0,0.0,,,21.435,0.69275,2376.09,16696.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
149.0,2023-01-20 14:58:59.999,,,0.0,0.0,,,21.43,0.69255,1816.52,20610.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
